City,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income
Hamilton,809000.0,710 SPRING GARDENS Road,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849000.0,132 AQUASANTA CRES,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2499900.0,67 ALMA Street,5,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,509000.0,198 MARY ST,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,754900.0,106 Summercrest Drive,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,874900.0,147 Ewen Road,9,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,929900.0,66 Mill Street N,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1499000.0,287 BROCK Road,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,10 RYANS Way,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,774900.0,39 BENSLEY LANE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,942999.0,165 TOBY CRES,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1998000.0,772 FRANCIS RD,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,52 NICOSIA Road,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,425000.0,75 Glenburn Court,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,820000.0,187 Wilson Street W,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1049000.0,783 Rymal Road E,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,4499900.0,671 LIONS CLUB Road,4,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999900.0,175 Chudleigh Street,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,674990.0,559 UPPER SHERMAN Avenue,6,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,769000.0,#11 -14 ATESSA DR,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1339000.0,189 GREENBRIAR RD,7,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1179900.0,7 Surrey Drive,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,749000.0,43 Odessa Street,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,579000.0,500 Stone Church Road W,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799000.0,49 Carrick Avenue,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,874900.0,308 DELANCEY Boulevard,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,949900.0,34 Paisley Avenue S,7,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,549900.0,82 Tuxedo Avenue N,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,539900.0,1968 MAIN Street W,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199900.0,51 Cranston Street,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849900.0,6 Foxmeadow Drive,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,103 GRANT Avenue,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099900.0,15 WHITWORTH TERR N,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1249900.0,565 Second Road E,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899900.0,58 BERTRAM Drive,4,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,380000.0,486 WENTWORTH Street N,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899900.0,171 MANITOU Way,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849000.0,63 Locke Street S,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2299900.0,387 SENECA Avenue,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099900.0,103 ELMHURST Drive,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,650000.0,49 GIBSON AVE,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,498800.0,#408 -35 SOUTHSHORE CRES,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1499900.0,226 Mountain Park Avenue,5,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,774900.0,44 GARFIELD Avenue S,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,33 Wavell Avenue,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,440000.0,176 Stirton Street,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1499000.0,61 ELEANOR Avenue,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1688000.0,20 DEERFIELD Lane,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799000.0,#39 -212 STONEHENGE DR,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,754900.0,208 WESTBANK TR,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,525000.0,#605 -1966 MAIN ST W,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1249900.0,671 LIONS CLUB Road,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,529900.0,10 Lloyd Street,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,859900.0,12 GREENTRAIL Drive,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099900.0,1009 Marley Crescent,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599900.0,68 Ferguson Avenue S,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1699000.0,202 5th Conc East Flamborough Road,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,949900.0,28 TURNBULL Road,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,621888.0,57 EAST 24TH Street,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1749000.0,17 ALGONQUIN AVE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,623000.0,704 9TH AVE,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,579000.0,#402 -80 KING WILLIAM ST,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1649000.0,122 GREAT FALLS BLVD,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,198 CANDLEWOOD Drive,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,839000.0,500 Green Road,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,859000.0,25 Montrose Avenue,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,619900.0,145 Rice Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1549000.0,22 MATHERS Drive,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1150000.0,1150 CAROL Street Unit# 14,2,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,4350000.0,64 RAVINA CRES,5,8,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999999.0,161 FLETCHER RD,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1119000.0,51 GRANT Boulevard,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,519900.0,112 McAnulty Boulevard,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599997.0,31 London Street N,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,83 Graham Avenue S,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2599000.0,138 North Shore Boulevard W,4,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1929900.0,21 CHURCH Street,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,685900.0,44 Elgar Avenue,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799990.0,21 CADWELL LANE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1150000.0,2 MILLPOND PL W,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,749999.0,#45 -383 DUNDAS ST E,2,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,#28 -1150 SKYVIEW DR,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,830000.0,287 SANATORIUM Road W,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799997.0,366 TEMPLEMEAD Drive,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,689900.0,37 Cliff Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1025000.0,307 Annabelle Street,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2499900.0,2 SHORT Road,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,659000.0,222 Houghton Avenue S,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,779000.0,102 BURRWOOD Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,399000.0,#902 -851 QUEENSTON RD,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499999.0,489 CANNON Street E,6,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,738000.0,34 CONNAUGHT AVE S,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,788880.0,493 BRIGADOON Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1125000.0,15 NAOMI CRT,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599999.0,895 BARTON ST E,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,724900.0,90 MERCER Street,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1245000.0,158 Valera Drive,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,598900.0,68 GAGE Avenue N,4,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,775000.0,273 EAST 37TH ST,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099900.0,282 Harmony Road,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,749900.0,7 SERENITY Lane,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,3695000.0,2103 PAISLEY Avenue,5,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,649000.0,1009 UPPER WELLINGTON ST,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,829900.0,3 GREENWICH AVE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,829000.0,17 FAIRLEIGH AVE S,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,253 PARK ROW S,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,639000.0,#93 -575 WOODWARD AVE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1450000.0,225 BARRYMORE CRT,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,669000.0,377 GLANCASTER Road Unit# 71,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1849000.0,947 North Shore Boulevard W,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599900.0,136 MACNAB Street N,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1974900.0,290 LLOYMINN Avenue,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,429000.0,2054 COURTLAND Drive,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1329900.0,12 Eringate Court,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,1276 Maple Crossing Boulevard,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1128900.0,211 GATESTONE Drive,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2250000.0,1811 Old Waterdown Road,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699900.0,268 Edgemont Street S,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499990.0,142 HUNTER Street W,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899999.0,1 HARDALE Crescent,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,839900.0,109 Sunning Hill Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799888.0,4 MIA DR,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699900.0,1387 BARTON ST E,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099000.0,213 ECHOVALLEY DR,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699000.0,62 ATWATER CRES,5,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849900.0,14 RIDGESIDE LANE,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,437500.0,59 MCANULTY BLVD,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599000.0,1537 KING ST E,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849900.0,#2001 -2081 FAIRVIEW ST N,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1879000.0,221 NORTH SHORE Boulevard E,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1769500.0,895 Park Avenue W,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599900.0,391 GOLF LINKS Road,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,40 RUPERT Court,6,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,550000.0,455 CHARLTON Avenue E Unit# 510,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2999900.0,9 Parker Avenue,5,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,529900.0,69 MOUNT ALBION Road,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,759900.0,12 Blanshard Street,2,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,549900.0,27 Shaw Street,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1729900.0,207 GRANITE RIDGE TR,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799999.0,108 VICTORIA AVE N,9,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099999.0,17 Sunning Hill Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099999.0,17 Sunning Hill Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,3250000.0,360 NORTH SHORE Boulevard E,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599999.0,13 WOODBINE Crescent,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,349000.0,356 Hunter Street E,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899000.0,2 PRINCESS Court,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,529900.0,#217 -457 PLAINS RD E,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699900.0,147 FIRST Road W,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1999000.0,717 COURTLAND PL,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,545000.0,37 LORNE AVE,4,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999999.0,56 NEWTON Avenue,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,885000.0,210 WILSON Street,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,885000.0,212 WILSON Street,3,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,779000.0,19 SOUTHAM LANE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1299999.0,10 RAVINE Drive,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899999.0,297 JACQUELINE Boulevard,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1039000.0,163 ARKELL ST,7,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1400000.0,971&973 FILMANDALE RD,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,379000.0,#114 -35 SOUTHSHORE CRES,0,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899900.0,2750 King Street E,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,824900.0,120 VINEBERG Drive Unit# 17,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,917794.0,19 Lormont Boulevard,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,99 Reid Avenue S,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,774900.0,204 Crockett Street,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699000.0,125 WILSON Street W,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,639900.0,160 BRENTWOOD Drive,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,669900.0,212 Wellington Street N,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,869000.0,9 OLD ORCHARD Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899900.0,62 SAN REMO DR,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,494 Stonehenge Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,769900.0,48 STONEY BROOK Drive,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,564000.0,298 EAST Avenue N,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999000.0,121 CRAFTER CRES,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1175000.0,170 ST.CLAIR BLVD,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,749900.0,288 EAST 32ND ST,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1998999.0,249 AGRO ST,5,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,624999.0,#404 -2093 FAIRVIEW ST,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1175000.0,170 St. Clair Boulevard,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,694999.0,786 QUEENSDALE AVE E,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,969000.0,66 HEMING TR,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,649900.0,#608 -1129 COOKE BLVD,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,689900.0,133 East 25th Street,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1888000.0,336 FIDDLER'S GREEN Road,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,720000.0,148 Brantdale Avenue,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999000.0,9 Piper Place,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,819999.0,264 Macintosh Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1179000.0,252 THORNER Drive,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,597000.0,94 CASE Street,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,789000.0,27 GARDINER Drive,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,579900.0,439 WENTWORTH ST N,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,629900.0,#608 -47 CAROLINE ST N,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499900.0,18 Cambridge Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,889900.0,99 PANABAKER Drive Unit# 44,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,749000.0,230 BOWMAN Street,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,599900.0,121 #8 Highway,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,969900.0,88 Bedrock Drive,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,629900.0,100 Balsam Avenue S,6,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899000.0,891 KINGSWAY DR,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1999900.0,11 BANFF Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,738900.0,1964 MAIN Street W Unit# 605,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,408000.0,54 NISBET Boulevard Unit# 13,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699900.0,35 LAWRENCE Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,769900.0,34 BARLEY LANE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,759000.0,8 GLENVIEW Court,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699990.0,85 ONYX Court,7,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,799900.0,82 EAST 12TH ST,6,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999999.0,719 KNOX AVE,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2799900.0,266 SUMACH DR,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1098000.0,106 Homeside Avenue,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,559900.0,171 ROSSLYN Avenue N,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1399800.0,8 MCKNIGHT Avenue,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,644999.0,1861 MAIN Street E,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,880000.0,33 SOMERSET Avenue,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999900.0,469 Woodland Avenue,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1099320.0,26 Shadeland Crescent,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,839900.0,28 MUSCOT Drive,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,542500.0,1968 MAIN Street W Unit# 305,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1500000.0,1889 FOUR SEASONS DR,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1699900.0,230 Appleby Road,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,51 WEST 22ND Street,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849800.0,62 Purvis Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999900.0,41 LECKIE Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1049000.0,1031 FENNELL AVE E,6,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,8 WHISTLER ST,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1699900.0,230 Appleby Road,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,51 WEST 22ND Street,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849800.0,62 Purvis Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,999900.0,41 LECKIE Avenue,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1049000.0,1031 FENNELL AVE E,6,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1199000.0,8 WHISTLER ST,5,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,569000.0,25 GLENDALE AVE N,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,769900.0,891 UPPER SHERMAN Avenue,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899000.0,30 Hamilton Street S,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1224900.0,1063 SHEPHERDS Drive,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,474900.0,7 CRAIGMILLER Avenue,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,899000.0,70 AYLMER Crescent,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,674900.0,166 ERINDALE Avenue,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1899900.0,563 Concession 5 Road W,5,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1375000.0,82 Overdale Avenue,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,494999.0,450 Dundas Street E,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1050000.0,75 BRIAN Boulevard,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,699900.0,201 WESTBANK Trail,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,779999.0,14 SUNTERS Court,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1299900.0,50 SUFFOLK Street,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,929900.0,15 Farmer Court,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849900.0,2 Renis Court,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,709900.0,2121 LAKESHORE Road,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599999.0,Lot 10 Cesar Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599999.0,Lot 9 Cesar Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,610000.0,156 ROYAL AVE,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1550000.0,LOT  5 CESAR Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599999.0,LOT 7 CESAR Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599999.0,LOT 6 CESAR Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1599999.0,LOT 8 CESAR Place,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,874900.0,335 Limeridge Road E,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499990.0,6 Albany Avenue,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1800000.0,1019 Old Mohawk Road,5,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,849000.0,81 ROBINSON Street,1,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,639900.0,213 GRACE AVE,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499900.0,219 Walter Avenue N,3,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,795000.0,1401 PLAINS Road E,3,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,639900.0,213 GRACE Avenue,3,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1290000.0,11 HIGHLAND PARK DR,6,5,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,2300000.0,#215 -397 KING ST W,2,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,499900.0,101 SHOREVIEW Place Unit# 221,2,1,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,889888.0,49 ALLANBROOK Street,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1098000.0,1016 GREENHILL Avenue,4,3,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1039990.0,145 MILLEN Road,4,2,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,1299000.0,155 MAIN ST S,4,4,Ontario,729560,43.2567,-79.8692,91000.0
Hamilton,695000.0,342 Queensdale Avenue E,4,2,Ontario,729560,43.2567,-79.8692,91000.0
